Centre ID,Zonal IIT,Centre Name,City
6200,IIT Madras,Masterji Degree And PG College,Hanamkonda
6201,IIT Madras,Talla Padmavathi College of Engineering,Warangal
6202,IIT Madras,National Council for the Church Social Action India,Anantapur
6203,IIT Madras,Srinivasa Ramanujan Institute of Technology,Anantapur
6204,IIT Madras,Sri Venkateshwara Institute of Technology,Anantapur
6205,IIT Madras,Rami Reddy Subbarami Reddy Engineering College,Kavali
6206,IIT Madras,Sri Vasavi Institute of Engineering and Technology,Machalipatnam
6207,IIT Madras,Daita Madhusudana Sastry Sri Venkateswara Hindu College Of Engineering,Machalipatnam
7001,IIT Roorkee,Sri Sukhmani Institue Of Engineering & Technol- ogy,Mohali
7002,IIT Roorkee,Doaba Group Of Colleges,Mohali
7003,IIT Roorkee,Tejas Online Examination Center,Mohali
7004,IIT Roorkee,Chandigarh University Entry - Block B1,Mohali
7005,IIT Roorkee,Chandigarh University Entry - Block B3,Mohali
7006,IIT Roorkee,iON Digital Zone iDZ Shahpur,Ambala
7007,IIT Roorkee,Guru Nanak Institute of Technology MBA Block,Ambala
7008,IIT Roorkee,Sumit Dhariwal Memorial Group of Institutions,Hissar
7009,IIT Roorkee,OM Institute Of Technology and Management,Hissar
7010,IIT Roorkee,Saraswati College of Education,Hissar
7011,IIT Roorkee,Bhagwan Parshuram Polytechnic ITI,Kurukshetra
7012,IIT Roorkee,Dronacharya Degree College Kurukshetra,Kurukshetra
7013,IIT Roorkee,iON Digital Zone iDZ Hamirpur,Hamirpur
7014,IIT Roorkee,HP College of Education,Shimla
7015,IIT Roorkee,Vijay Group of Institution,Mandi
7016,IIT Roorkee,Himachal Institute of Engineering and Technology,Kangra
7017,IIT Roorkee,Montessori Cambridge School,Pathankot
7018,IIT Roorkee,iON Digital Zone iDZ Chitoura Road (CENTRE- A),Gwalior
7019,IIT Roorkee,iON Digital Zone iDZ Chitoura Road (CENTRE- B),Gwalior
7020,IIT Roorkee,iON Digital Zone iDZ Albert Road,Amritsar
7021,IIT Roorkee,iON Digital Zone iDZ Bhucho kalan,Bathinda
7022,IIT Roorkee,Lovely Professional University- Entry Block - 33,Phagwara
7023,IIT Roorkee,Guru Tegh Bahadur Institute of Management & Technology,Ludhiana
7024,IIT Roorkee,iON Digital Zone iDZ Bahadurgarh Patiala,Patiala
7025,IIT Roorkee,Academy of Management Studies,Dehradun
7026,IIT Roorkee,Tulas Institute,Dehradun
7027,IIT Roorkee,iCreate Solutions ICS,Dehradun
7028,IIT Roorkee,DD College,Dehradun
7029,IIT Roorkee,iON Digital Zone iDZ Teenpani,Haldwani
7030,IIT Roorkee,iON Digital Zone iDZ Charayal,Haldwani
7031,IIT Roorkee,Swami Vivekanand College of Management and Technology,Haldwani
7032,IIT Roorkee,BRD College Roorkee,Roorkee
7033,IIT Roorkee,City Degree College Of Management & Technology,Roorkee
7034,IIT Roorkee,College of Engineering Roorkee,Roorkee
7035,IIT Roorkee,iON Digital Zone iDZ Kuberpur,Agra
7036,IIT Roorkee,iON Digital Zone iDZ 1 Sikandra,Agra
7037,IIT Roorkee,iON Digital Zone iDZ 2 Sikandra,Agra
7038,IIT Roorkee,Smt. Bhudevi P.G College Agra,Agra
7039,IIT Roorkee,G.B Infotech,Agra
7040,IIT Roorkee,iON Digital Zone iDZ Tehra,Agra
7041,IIT Roorkee,iON Digital Zone iDZ Karsua,Aligarh
7042,IIT Roorkee,iON Digital Zone iDZ Dohna,Bareilly
7043,IIT Roorkee,iON Digital Zone iDZ 2 Duhai,Ghaziabad
7044,IIT Roorkee,BBDIT A Block Duhai,Ghaziabad
7045,IIT Roorkee,Indraprashtha College of Engineering,Ghaziabad
7046,IIT Roorkee,Institute Of Management & Research,Ghaziabad
7047,IIT Roorkee,Ajay Kumar Garg Engineering College,Ghaziabad
7048,IIT Roorkee,Hardayal Technical Campus,Mathura
7049,IIT Roorkee,GLA University,Mathura
7050,IIT Roorkee,Sanskriti University,Mathura
7051,IIT Roorkee,iON Digital Zone Ganga Nagar Meerut,Meerut
7052,IIT Roorkee,iON Digital Zone iDZ Green Park,Meerut
7053,IIT Roorkee,iON Digital Zone iDZ Ram Ganga Vihar Phase 2,Moradabad
7054,IIT Roorkee,iON Digital Zone iDZ - 2 Mandi Samiti Road,Muzaffarnagar
7055,IIT Roorkee,CCMC Institute,Saharanpur
7056,IIT Roorkee,Advance Education & Innovative Research Center,Kathmandu
